,word,freq
0,aahed,0.8104057168971859
1,aalii,0.8104057168971859
2,aargh,-1.1840386046138063
3,aarti,-1.2365289484715463
4,abaca,-1.1376974644128899
5,abaci,0.8104057168971859
6,aback,-0.6153881995547218
7,abacs,0.8104057168971859
8,abaft,-1.7435540594333003
9,abaka,0.8104057168971859
10,abamp,0.8104057168971859
11,aband,0.8104057168971859
12,abase,-1.5624746151527276
13,abash,0.8104057168971859
14,abask,0.8104057168971859
15,abate,-0.3838276567545493
16,abaya,-1.11409550449792
17,abbas,0.0906562294367811
18,abbed,0.8104057168971859
19,abbes,-1.6255468452323472
20,abbey,0.5487571863004048
21,abbot,-0.06675012718058107
22,abcee,0.8104057168971859
23,abeam,-1.7871757363059575
24,abear,0.8104057168971859
25,abele,-1.2384473176867907
26,abers,0.8104057168971859
27,abets,-1.5129627484523822
28,abhor,-0.8186329020451233
29,abide,0.4949988513123299
30,abies,-0.7806093238612448
31,abled,-0.9558653535336197
32,abler,-1.5573427781340223
33,ables,-0.6487982366139289
34,ablet,0.8104057168971859
35,ablow,-1.8267549660859972
36,abmho,0.8104057168971859
37,abode,0.03007136974094925
38,abohm,0.8104057168971859
39,aboil,0.8104057168971859
40,aboma,0.8104057168971859
41,aboon,0.8104057168971859
42,abord,-1.1255619172717313
43,abore,0.8104057168971859
44,abort,0.12807671117617236
45,about,2.958634526156708
46,above,2.0420316800945173
47,abram,-0.27304026002096327
48,abray,-1.878387532638877
49,abrim,0.8104057168971859
50,abrin,0.8104057168971859
51,abris,-1.698085317652728
52,absey,0.8104057168971859
53,absit,0.8104057168971859
54,abuna,0.8104057168971859
55,abune,0.8104057168971859
56,abuse,1.4623723891114566
57,abuts,-1.0155448286115996
58,abuzz,-1.0339316732378334
59,abyes,0.8104057168971859
60,abysm,0.8104057168971859
61,abyss,-0.003294292895402057
62,acais,0.8104057168971859
63,acari,-1.1360878579553142
64,accas,0.8104057168971859
65,accoy,0.8104057168971859
66,acerb,0.8104057168971859
67,acers,-1.5262987253208673
68,aceta,0.8104057168971859
69,achar,-1.5236110353675094
70,ached,-0.8609258705124733
71,aches,-0.016690857067683678
72,achoo,-1.5108698634611855
73,acids,0.8602691261580901
74,acidy,0.8104057168971859
75,acing,-1.4766882111690496
76,acini,-1.6414944761947174
77,ackee,0.8104057168971859
78,acker,-0.5508345160454194
79,acmes,0.8104057168971859
80,acmic,0.8104057168971859
81,acned,0.8104057168971859
82,acnes,-1.3860274175871503
83,acock,0.8104057168971859
84,acold,0.8104057168971859
85,acorn,0.19221279309114475
86,acred,0.8104057168971859
87,acres,1.064157063448524
88,acrid,-1.02276457774905
89,acros,-1.2064878749139263
90,acted,0.5725512195962386
91,actin,0.06599084903803185
92,acton,0.0508522077213083
93,actor,1.1220532193124972
94,acute,0.9603323871807412
95,acyls,0.8104057168971859
96,adage,-0.4330602726523026
97,adapt,0.59183035874336
98,adaws,0.8104057168971859
99,adays,-1.8787526783136208
100,adbot,-1.7348301018939896
101,addax,-1.8179050978677749
102,added,1.9651484541119812
103,adder,-0.11359177774356627
104,addio,-1.2988253122426345
105,addle,-1.8406913096898585
106,adeem,0.8104057168971859
107,adept,0.13489988506694064
108,adhan,-1.4643993381027793
109,adieu,-0.6125530275691362
110,adios,-0.5118483296963914
111,adits,-1.9112262903286097
112,adman,-1.5427367208831528
113,admen,0.8104057168971859
114,admin,1.480331300268859
115,admit,0.8596267351949403
116,admix,-1.7783837642546365
117,adobe,1.3453495007265828
118,adobo,-1.1725382095954289
119,adopt,0.9657766203409444
120,adore,0.0054038719077009675
121,adorn,-0.3893300846358689
122,adown,-1.8434838429232436
123,adoze,0.8104057168971859
124,adrad,0.8104057168971859
125,adred,0.8104057168971859
126,adsum,0.8104057168971859
127,aduki,0.8104057168971859
128,adult,1.88294313223821
129,adunc,0.8104057168971859
130,adust,0.8104057168971859
131,advew,0.8104057168971859
132,adyta,0.8104057168971859
133,adzed,0.8104057168971859
134,adzes,0.8104057168971859
135,aecia,0.8104057168971859
136,aedes,-0.8073521078349739
